No,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（㎡）,取引価格（㎡単価）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等
6112,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,平尾,薬院大通,8,45000000,,,145,,長方形,9,145,平成14年,木造,共同住宅,住宅,北西,市道,6,第１種中高層住居専用地域,60,150,2022年第２四半期,,
6113,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院大通,5,12000000,,１Ｋ,20,,,,,平成13年,ＳＲＣ,住宅,その他,,,,商業地域,80,400,2021年第３四半期,,
6114,中古マンション等,,40133,福岡県,福岡市中央区,平尾,薬院大通,14,29000000,,４ＬＤＫ,100,,,,,平成2年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第２四半期,,
6115,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,福浜,唐人町,20,38000000,,,100,,長方形,7,110,平成2年,木造,共同住宅,住宅,南東,市道,5,第１種住居地域,60,200,2022年第２四半期,,
6116,中古マンション等,,40133,福岡県,福岡市中央区,福浜,唐人町,12,7500000,,３ＬＤＫ,60,,,,,昭和46年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2022年第１四半期,未改装,
6117,中古マンション等,,40133,福岡県,福岡市中央区,福浜,唐人町,10,6100000,,２ＬＤＫ,60,,,,,昭和46年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第３四半期,未改装,
6118,中古マンション等,,40133,福岡県,福岡市中央区,福浜,唐人町,12,9200000,,３ＬＤＫ,60,,,,,昭和46年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,150,2021年第２四半期,未改装,
6119,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,福浜,唐人町,19,34000000,,,65,,長方形,7,100,令和3年,木造,住宅,住宅,南東,市道,4.8,第１種住居地域,60,200,2021年第１四半期,,
6120,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,福浜,唐人町,19,37000000,,,65,,長方形,7,100,令和3年,木造,住宅,住宅,南東,市道,4.8,第１種住居地域,60,200,2021年第１四半期,,
6121,中古マンション等,,40133,福岡県,福岡市中央区,古小烏町,桜坂,5,12000000,,１ＬＤＫ,50,,,,,昭和49年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80,300,2021年第２四半期,未改装,
6122,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,平和,西鉄平尾,18,73000000,,,300,,長方形,14,450,昭和62年,ＲＣ,共同住宅,住宅,南西,市道,12.5,第１種中高層住居専用地域,60,150,2022年第3四半期,,
6123,中古マンション等,,40133,福岡県,福岡市中央区,平和,西鉄平尾,20,2700000,,１Ｋ,15,,,,,平成7年,ＲＣ,住宅,その他,,,,第２種住居地域,60,200,2022年第２四半期,未改装,
6124,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,平和,西鉄平尾,16,73000000,,,210,,長方形,9.6,145,平成29年,木造,住宅,住宅,南東,市道,6,第１種中高層住居専用地域,60,150,2022年第１四半期,,
6125,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,平和,西鉄平尾,20,42000000,,,125,,ほぼ長方形,7,95,令和3年,木造,住宅,住宅,東,市道,3.8,第２種住居地域,60,200,2021年第４四半期,,
6126,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,平和,西鉄平尾,15,100000000,,,240,,長方形,9,320,令和3年,木造,共同住宅,住宅,北西,県道,12,第２種住居地域,60,200,2021年第３四半期,,
6127,宅地(土地),住宅地,40133,福岡県,福岡市中央区,平和,西鉄平尾,16,32000000,480000,,220,150000,長方形,12,,,,,住宅,北東,市道,11,第１種低層住居専用地域,50,80,2021年第３四半期,,
6128,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,平和,西鉄平尾,16,50000000,,,200,,長方形,15,125,昭和47年,木造,住宅,住宅,北西,市道,6,第１種低層住居専用地域,50,80,2021年第３四半期,,
6129,中古マンション等,,40133,福岡県,福岡市中央区,平和,西鉄平尾,18,15000000,,３ＬＤＫ,65,,,,,平成10年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,200,2021年第３四半期,未改装,
6130,宅地(土地),住宅地,40133,福岡県,福岡市中央区,平和,西鉄平尾,15,260000000,1200000,,740,350000,ほぼ長方形,24,,,,,店舗,南東,県道,16.5,第２種住居地域,60,200,2021年第２四半期,,
6131,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,平和,西鉄平尾,15,190000000,,,250,,ほぼ長方形,11.6,580,昭和64年,ＲＣ,共同住宅,住宅,南東,市道,6,第２種住居地域,60,200,2021年第２四半期,,
6132,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,平和,西鉄平尾,16,42000000,,,170,,長方形,11,270,昭和52年,鉄骨造,共同住宅,住宅,北西,県道,10,第２種住居地域,60,200,2021年第１四半期,,
6133,宅地(土地と建物),商業地,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),4,530000000,,,185,,長方形,10,910,平成3年,ＳＲＣ,事務所,その他,南,市道,35,商業地域,80,500,2022年第２四半期,,
6134,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),6,61000000,,２ＬＤＫ,75,,,,,令和2年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,未改装,
6135,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),6,5600000,,１Ｋ,25,,,,,昭和60年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,未改装,
6136,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),4,3800000,,１Ｋ,15,,,,,昭和60年,ＳＲＣ,住宅,その他,,,,商業地域,80,400,2022年第２四半期,未改装,
6137,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),8,14000000,,１Ｋ,20,,,,,平成15年,ＲＣ,住宅,,,,,商業地域,80,400,2022年第１四半期,未改装,
6138,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),5,23000000,,２ＤＫ,50,,,,,平成8年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
6139,宅地(土地と建物),商業地,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),7,420000000,,,170,,長方形,9,950,平成28年,ＲＣ,共同住宅,住宅,西,市道,15,商業地域,80,400,2021年第２四半期,,
6140,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),6,730000000,,,195,,正方形,14,920,令和3年,ＲＣ,事務所,事務所,東,市道,8,商業地域,80,400,2021年第２四半期,,
6141,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),6,18000000,,２ＬＤＫ,55,,,,,昭和49年,ＳＲＣ,住宅,事務所,,,,商業地域,80,500,2021年第２四半期,未改装,
6142,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),5,14000000,,１Ｋ,25,,,,,平成18年,ＲＣ,住宅,その他,,,,商業地域,80,400,2021年第２四半期,未改装,
6143,宅地(土地と建物),商業地,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),4,72000000,,,85,,長方形,4.5,250,昭和62年,鉄骨造,住宅、事務所,住宅,南,市道,30,商業地域,80,500,2021年第１四半期,,
6144,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),6,11000000,,１Ｒ,25,,,,,,ＲＣ,住宅,住宅,,,,商業地域,80,500,2021年第１四半期,,
6145,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,赤坂(福岡),6,11000000,,１Ｒ,25,,,,,,ＲＣ,住宅,住宅,,,,商業地域,80,500,2021年第１四半期,,
6146,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,天神,5,37000000,,,65,,,,,平成16年,ＳＲＣ,,住宅,,,,商業地域,80,400,2022年第3四半期,,
6147,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,天神,7,60000000,,３ＬＤＫ,95,,,,,平成16年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,,
6148,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,天神,8,17000000,,,30,,,,,平成25年,ＲＣ,住宅,住宅,,,,商業地域,80,500,2022年第２四半期,,
6149,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,天神,5,34000000,,２ＬＤＫ,60,,,,,平成17年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,未改装,
6150,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,天神,9,13000000,,１Ｋ,20,,,,,平成15年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,未改装,
6151,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,天神,5,15000000,,１ＬＤＫ,30,,,,,平成16年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
6152,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,天神,7,14000000,,１ＬＤＫ,60,,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
6153,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,天神,7,22000000,,２ＤＫ,50,,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,改装済,
6154,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,天神,6,12000000,,１Ｋ,20,,,,,平成16年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
6155,宅地(土地と建物),商業地,40133,福岡県,福岡市中央区,舞鶴,天神,7,50000000,,,100,,長方形,4,140,昭和55年,木造,店舗,店舗,南,市道,4,商業地域,80,400,2021年第３四半期,,
6156,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,天神,5,28000000,,２ＬＤＫ,55,,,,,平成17年,ＲＣ,住宅,その他,,,,商業地域,80,400,2021年第２四半期,未改装,
6157,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,天神,5,50000000,,３ＬＤＫ,85,,,,,平成17年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第２四半期,改装済,
6158,中古マンション等,,40133,福岡県,福岡市中央区,舞鶴,天神,7,29000000,,３ＬＤＫ,75,,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第１四半期,改装済,
6159,宅地(土地),商業地,40133,福岡県,福岡市中央区,港,赤坂(福岡),11,390000000,2100000,,600,650000,長方形,28.8,,,,,住宅,北東,市道,15,商業地域,80,400,2022年第１四半期,,
6160,中古マンション等,,40133,福岡県,福岡市中央区,港,赤坂(福岡),11,42000000,,１ＬＤＫ,75,,,,,平成31年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,2021年第１四半期,,
6161,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,港,大濠公園,7,380000000,,,400,,長方形,17.5,830,平成14年,ＲＣ,共同住宅,住宅,東,市道,12.1,準工業地域,60,200,2022年第3四半期,,
6162,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,6,6800000,,１Ｋ,20,,,,,平成8年,ＳＲＣ,住宅,,,,,商業地域,80,400,2022年第3四半期,改装済,
6163,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,6,7400000,,１Ｋ,20,,,,,平成8年,ＳＲＣ,住宅,,,,,商業地域,80,400,2022年第3四半期,未改装,
6164,宅地(土地と建物),商業地,40133,福岡県,福岡市中央区,港,大濠公園,5,95000000,,,250,,長方形,13.8,240,昭和39年,ＲＣ,事務所,事務所,北西,市道,8.1,準工業地域,60,200,2022年第２四半期,,
6165,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,6,14000000,,１ＬＤＫ,40,,,,,昭和49年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,改装済,
6166,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,11,48000000,,３ＬＤＫ,70,,,,,平成31年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,2022年第２四半期,未改装,
6167,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,6,35000000,,３ＬＤＫ,80,,,,,平成14年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80,300,2022年第２四半期,改装済,
6168,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,9,12000000,,１Ｋ,20,,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第２四半期,未改装,
6169,宅地(土地),住宅地,40133,福岡県,福岡市中央区,港,大濠公園,14,60000000,570000,,350,170000,ほぼ正方形,18,,,,,事務所,南,道路,10,準工業地域,60,200,2022年第１四半期,,
6170,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,港,大濠公園,6,78000000,,,140,,長方形,7.5,220,平成23年,木造,共同住宅,住宅,北東,市道,6,近隣商業地域,80,300,2022年第１四半期,,
6171,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,9,12000000,,１Ｋ,20,,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,未改装,
6172,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,9,7900000,,１Ｋ,25,,,,,平成19年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,2022年第１四半期,,
6173,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,13,11000000,,１Ｋ,20,,,,,平成19年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,2022年第１四半期,未改装,
6174,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,4,17000000,,１ＬＤＫ,35,,,,,昭和59年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,改装済,
6175,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,8,21000000,,４ＬＤＫ,70,,,,,昭和61年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,改装済,
6176,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,13,18000000,,１ＬＤＫ,30,,,,,平成19年,ＲＣ,住宅,その他,,,,準工業地域,60,200,2021年第４四半期,改装済,
6177,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,4,13000000,,２ＤＫ,35,,,,,昭和59年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,未改装,
6178,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,15,26000000,,３ＬＤＫ,65,,,,,平成3年,ＲＣ,住宅,住宅,,,,工業地域,60,200,2021年第４四半期,改装済,
6179,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,8,13000000,,１Ｒ,25,,,,,平成23年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第４四半期,,
6180,宅地(土地と建物),住宅地,40133,福岡県,福岡市中央区,港,大濠公園,9,100000000,,,230,,長方形,9.4,490,昭和51年,鉄骨造,共同住宅、店舗,住宅,西,市道,15.2,準工業地域,60,200,2021年第３四半期,,
6181,宅地(土地),住宅地,40133,福岡県,福岡市中央区,港,大濠公園,7,60000000,1500000,,130,470000,長方形,7,,,,,住宅,南東,市道,8,準工業地域,60,200,2021年第３四半期,,
6182,宅地(土地と建物),商業地,40133,福岡県,福岡市中央区,港,大濠公園,4,840000000,,,260,,長方形,12,1300,令和2年,ＲＣ,共同住宅,その他,南,市道,24.7,商業地域,80,400,2021年第３四半期,,
6183,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,15,9900000,,２ＬＤＫ,50,,,,,昭和59年,ＲＣ,住宅,住宅,,,,工業地域,60,200,2021年第３四半期,未改装,
6184,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,4,18000000,,３ＬＤＫ,60,,,,,昭和59年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第３四半期,未改装,
6185,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,6,9300000,,１Ｋ,20,,,,,平成13年,,住宅,その他,,,,,,,2021年第３四半期,未改装,
6186,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,10,31000000,,４ＬＤＫ,80,,,,,平成15年,ＳＲＣ,住宅,住宅,,,,準工業地域,60,200,2021年第３四半期,未改装,
6187,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,8,9800000,,１Ｋ,20,,,,,平成13年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,2021年第３四半期,未改装,
6188,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,10,8600000,,１Ｋ,25,,,,,平成19年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,2021年第３四半期,未改装,
6189,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,5,16000000,,２ＬＤＫ,45,,,,,昭和59年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第２四半期,改装済,
6190,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,8,12000000,,１Ｋ,20,,,,,平成13年,ＲＣ,住宅,,,,,商業地域,80,400,2021年第２四半期,未改装,
6191,宅地(土地),住宅地,40133,福岡県,福岡市中央区,港,大濠公園,9,100000000,1900000,,185,570000,長方形,12.5,,,,,住宅,西,市道,14.9,近隣商業地域,80,300,2021年第１四半期,,
6192,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,13,16000000,,１ＤＫ,30,,,,,平成19年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,2021年第１四半期,未改装,
6193,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,8,9800000,,１Ｋ,20,,,,,平成13年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,2021年第１四半期,未改装,
6194,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,6,9500000,,オープンフロア,100,,,,,昭和49年,ＳＲＣ,事務所,店舗,,,,商業地域,80,400,2021年第１四半期,,
6195,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,15,19000000,,３ＬＤＫ,65,,,,,平成3年,ＳＲＣ,住宅,住宅,,,,工業地域,60,200,2021年第１四半期,未改装,
6196,中古マンション等,,40133,福岡県,福岡市中央区,港,大濠公園,8,9900000,,１Ｋ,20,,,,,平成8年,ＳＲＣ,住宅,住宅,,,,商業地域,80,400,2021年第１四半期,改装済,
6197,宅地(土地と建物),商業地,40133,福岡県,福岡市中央区,薬院,薬院,4,700000000,,,520,,長方形,21,1500,昭和64年,ＲＣ,共同住宅,住宅,南西,市道,8.5,商業地域,80,400,2022年第２四半期,,
